Scaffold ID	Scaffold SMILES	Cluster ID	Score
SCAFFB344	C1CC(CC2CCCC3CCCC32)C1	6	1.0
SCAFFB345	C1CCC(CC2CCC3CCC(C4CCCC4)CC3C2)CC1	1	1.0
SCAFFB346	C1CCC(C2CCCC2C2CCC3CCC(CCC4CCCC4)C3C2)CC1	22	1.0
SCAFFB347	C(CCCCCCCCCCCCCCCC1CCCC(C2CCCC3CCCCC32)C1)CCCCCCCCCCCCCCC1CCCC(C2CCCC3CCCCC32)C1	5	1.0
SCAFFB348	C1CCC(CCCC2CCCC2)CC1	2	1.25
SCAFFB349	C1CCC(CCC2CCCCC2CCC2CCCCC2)CC1	2	1.0
SCAFFB350	C1CCC(C2CCCC3CCC(C4CCC4)CC32)CC1	5	1.0
SCAFFB351	C1CC2CCC3C4CCCCC4CC3C(C3CCC4CC5CCC6CCCC7CCC5(C4C3)C67)CC(C1)C2	71	1.08333333
SCAFFB352	C1CCC(CCC(CCC2CCCCC2)CCC2CCC3CCCCC3C2)CC1	1	1.0
SCAFFB353	C1CCC(CC2CCC(CCCC(CCC3CCC4CCCCC43)CC3CCCCC3)CC2)CC1	3	1.0
SCAFFB354	C(CCCCCCC1CCC2CCCCC2C1CC1CCCCC1)CCCCCCC1CCC2CCCCC2C1CC1CCCCC1	3	1.0
SCAFFB355	C1CC1C(C1CC1)C1CC1	54	1.0
SCAFFB356	C1CCCC2CCC(CCCCC3CCC(C4CCCCC4)C3)C2CCCCCC(CC2CCCCC2)CC1	3	1.0
SCAFFB357	C1CCC(CC2CCC(CCC3CCCC3)CC2)CC1	1	1.08333333
SCAFFB358	C1CCC2C(C1)C1CC1C1C2CCC2C1C1CC1C21CCCC1	82	1.0
SCAFFB359	C1CCC(CC2CCC(C3CCC4CCCCC4C3)CC2)C1	4	1.08333333
SCAFFB360	C1CCC2(CC1)CC1CCCCC1C2	81	1.0
SCAFFB361	C1CCC23CCCCC2CC2CCCC(C1)C23	80	1.0
SCAFFB362	C1CCC(CC2CCC(CC3CC4CCCCC4C3)CC2)CC1	1	1.0
SCAFFB363	C1CCCC(CCCCC2CCCCC2)CC1	2	1.0
SCAFFB364	C1CCC(CC2CCC3CCC4CCCCC4C3C2)CC1	4	1.0
SCAFFB365	C1CCC(C2CCCC3CCCCC32)CC1	5	1.08333333
SCAFFB366	C1CCC2(CC1)CC1CCC3CCCC4CCC(CCCCCCCCC(C1)C2)C34	62	1.0
SCAFFB367	C1CC2CCCC3CC4CCC(C1)C23CC4	79	1.0
SCAFFB368	C1CCCC2CCC(CC2)CC2CC3CC(CC4CCC(CC4)C(CC4CCCCC4)C4CCCC5CCCCC5C5CCCC(C5)C(CCC3CCC1)CC4)C2CC1CCCCC1CC1CCCC(CCC2CCC(C3CCCCC3)CC2)C1	63	1.0
SCAFFB369	C1CC2CCC1CC1CCC(CC1)CC1CCC(CC1)CC1CCC(CC1)CC1CCC(CC1)CC1CCC(CC1)CC1CCC(CC1)CC1CCC(CC1)C2	57	1.0
SCAFFB370	C1CCCCC(CC2CCCCC2)CCC(CC2CCCCC2)CCCCCCCC(CC2CCCC2)CCC1	4	1.16666667
SCAFFB371	C1CCCCCCC1	46	1.0
SCAFFB372	C(CCC1CCCC2CCCCC12)CCC1CCCC2CCCCC12	3	1.0
SCAFFB373	C1CCC(CCC2CCCC3CCCCC32)C1	3	1.0
SCAFFB374	C1CCC2CC(CC3CCC(C4CCC5CCCCC5C4)CC3)CCC2C1	13	1.0
SCAFFB375	C1CCC(CC2CC(CC3CCCCC3)C3C4CCCC4CC23)CC1	49	1.0
SCAFFB376	C1CC2CCC(CCC3CCC(C4CCC5CCCCC54)CC3)CC2C1	1	1.0
SCAFFB377	C1CCC(C(CC2CCCC2)C2CCCCC2)CC1	21	1.0
SCAFFB378	C1CC2CCC1C2	57	1.0
SCAFFB379	C1CCC(CCCCCC2CCC3CCCC(CC4CCCCC4)C3C2)CC1	3	1.0
SCAFFB380	C1CCC(CCCC2CCC(CCCC3CCC(C4CCCCC4)CC3)C2)CC1	1	1.0
SCAFFB381	C1CCC(CC(CCC2CCCC2)C2CCCCC2)CC1	21	1.0
SCAFFB382	C1CCC(CCCC2CCC(CC3CCCC3)CC2)CC1	2	1.0
SCAFFB383	C1CCC(C2CCC(CCCC3CC4CCCCC4C3)CC2)CC1	1	1.0
SCAFFB384	C1CCC2CCCCC2CC1	4	1.0
SCAFFB385	C1CCC(CCCC(CC2CCCCC2)C2CCCCC2)CC1	2	1.0
SCAFFB386	C1CCC2CC3C4CCCC(C4)C3CC2C1	33	1.0
SCAFFB387	C1CCC(C2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1	10	1.0
SCAFFB388	C1CCC(CCC2CCC(C3CCCC3)C(C3CCCC3)C2)CC1	1	1.0
SCAFFB389	C1CCC(C2CCC(C3CCC(C4C(C5CCC6CC(C7CCCC7)CC6C5)CCC4C4CCC5CC(C6CCCC6)CC5C4)CC3)CC2)CC1	30	1.0
SCAFFB390	C1CCC2CCCC2CCCCCC2CC3CCCCC3CC2CC2CC(CC1)C(CCC1(CCCC3CC3)CC1)C2	70	1.0
SCAFFB391	C1CCC(CC2CCC3CCCC(CC4CCC(CC5CCC6CCCC6C5)CC4)C3C2)C1	7	1.0
SCAFFB392	C1CCC(CCC2CCC(CC3CCC4CCCCC43)CC2)CC1	1	1.0
SCAFFB393	C1CCC(CCC2CCCC(CC3CCCCC3)C2C2CCC(CC3CCCC3)CC2)CC1	23	1.0
SCAFFB394	C1CCC(C2CCC3CCC4CCCC4C32)C1	45	1.0
SCAFFB395	C1CCC(C2CCC(CCC3CCC(CC4CCCC4)(C4CCCCC4)C3)CC2)CC1	34	1.08333333
SCAFFB396	C(CCCC1CCCCC1)CCCC(CC1CCCC1)CC1CCCC1CCCCC1CCCCC1	3	1.0
SCAFFB397	C1CCC2C(C1)CC1CCC3CCCC2C31	36	1.25
SCAFFB398	C1CCCCCCCCCCCC(CC2CCCCC2)CCCCCCCCCC1	2	1.0
SCAFFB399	C1CCC(CCC2CC(CC3CCCCC3)CC(C3CCCCC3)C2)CC1	1	1.0
SCAFFB400	C1CCCCCCCCCCC2CCC3C(CCC4CC(CCCCCC1)CC43)C2	38	1.0
SCAFFB401	C1CCC(C2CCC(CCC3CC(C4CCCC4)C(C4CCC(C5CCCCC5)CC4)C3)CC2)CC1	1	1.0
SCAFFB402	C1CCC(CC2CCCC3CCCC4CCC(CCC5CCC6CCC(CCCC7CCCC(C7)CC7CCCC6C7)CC6CCC(CC6)CC6CC5CC(CC5CCC(CC5)C4)C6CC4CCCCC4)C4CCCC(C4)C32)CC1	63	1.0
SCAFFB403	C1CCC(CCC2CCC3C(CCCC4CCCC4)CC3C2)CC1	1	1.0
SCAFFB404	C1CCC(CCCCCC2CCCC3CCCCC23)CC1	2	1.0
SCAFFB405	C1CCC(CCCC2CC3CCCC23)C1	2	1.0
SCAFFB406	C1CCC(CCC2CC3C4CCC(C3C2)C2CC42)CC1	1	1.0
SCAFFB407	C1CCC(CCCC2CCC3CC4CC5CCCCC5CC4CC3C2)C1	2	1.0
SCAFFB408	C1CCC(CCC2CCC(C3CCCCC3)C2)CC1	1	1.0
SCAFFB409	C1CCC(C2CCCC2CCC2CC3CCCC32)CC1	11	1.16666667
SCAFFB410	C1CCC2C(C1)CCCC2CCC1CC2CCCC21	6	1.0
SCAFFB411	C1CCC(CCC2CCC3CCC2C3)CC1	24	1.0
SCAFFB412	C1CCC(CCCC2CCCC(CC3CCC(C4CCCCC4)CC3)C2)CC1	2	1.0
SCAFFB413	C1CCC(C2CCC3CCC(CC4CCC5CCCCC5C4)C3C2)CC1	1	1.0
SCAFFB414	C1CCC(C2CCC(C3CCCC4CCCC43)C2)CC1	5	1.0
SCAFFB415	C1CCC(CCCC2CCC3CC4C5CCC(C5)CC4CC3C2)CC1	2	1.0
SCAFFB416	C1CCC(C2CCCC2CC(C2CCCCC2)C(CCC2CCC2)C2CCCCC2)CC1	56	1.0
SCAFFB417	C1CCC(C2CCC(CC(CC3CCCC3)C3CCCCC3)CC2)CC1	14	1.0
SCAFFB418	C1CCC2C(C1)CC1CC2C2C3CCC4(CCCC(C2C1)C1C2CCCC2CCC31)CCCC1C2CCCCC2CC14	69	1.0
SCAFFB419	C1CCC(CC2CC3CCC4CC(C5CCCCC5)CCC4C3C2)CC1	4	1.0
SCAFFB420	C1CC2CCC(C3CCC4CC(C5CCCC6(CC6)C5)CCC4C3)CC2C1	55	1.0
SCAFFB421	C1CCC(CC2CCCC2C2CCCCC2)CC1	3	1.0
SCAFFB422	C1CCC(CC2CCC(C3CC4CCCC(C5CCCCC5)C4C3)CC2)CC1	4	1.0
SCAFFB423	C1CCC(CCC2CC(C3CCCC3)C3CCCCC23)CC1	1	1.0
SCAFFB424	C1CCC(C2CCC(CCCCC3CCC(CC4CCC4)CC3)CC2)CC1	4	1.0
SCAFFB425	C1CC2CCCC(C3CC3)C2C1	5	1.0
SCAFFB426	C1CCC(C2CCCC(CC3CCC(C4CCCCC4)C3)C2)CC1	1	1.0
SCAFFB427	C1CCC(CC2CCCC(C34CCCC(CC3)C4)C2)CC1	31	1.0
SCAFFB428	C1CCC(C(CCC2CCCC2)CCC2CC3CCCC32)CC1	11	1.08333333
SCAFFB429	C1CCCCC2(CCC(CC3CCCCC3)CC(CC3CCCCC3)CCC1)CC2	31	1.0
SCAFFB430	C1CCC(CCC2CCC3CCC3C2)C1	1	1.0
SCAFFB431	C1CCCCC(CCC2CCCC3CC4CCCC(CCC5CCCCCCCCCC6CCCC6CCCC5)C4CC23)CCCCC2CCCC2CCCC1	22	1.0
SCAFFB432	C1CCC(CCC(CCC2CC3CC(CCC4CCCC4)CCC23)C2CCCCC2)CC1	1	1.08333333
SCAFFB433	C1CCC(CCCCC(CCCC2CCCC2)CC2CCCCC2)CC1	2	1.0
SCAFFB434	C1CCC(CCC2CCC3C(CCC4CCC4)CC3C2)C1	1	1.0
SCAFFB435	C1CCC(CCCC2CC3CC(CCC4CCCC4)CCC23)CC1	1	1.16666667
SCAFFB436	C1CCCC(CCC2CC3CCCC32)CC1	1	1.0
SCAFFB437	C1CCC(CCCCC2CCC(CCC3CCCCC3)CC2)CC1	1	1.0
SCAFFB438	C1CCC(CC2CCC3C(C2)CC2CCCCC2C3C2CCCCC2)CC1	7	1.0
SCAFFB439	C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC4CCCC4C3)C2)CC1	1	1.0
SCAFFB440	C1CCC(CC2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1	4	1.08333333
SCAFFB441	C1CCC(CCC(CCC2CC3CCCC32)C2CCCCC2)CC1	11	1.0
SCAFFB442	C1CCC(CCCCC2CC3CCCC23)CC1	2	1.0
SCAFFB443	C1CCC(C2CC3CCCCC3C2)C1	10	1.0
SCAFFB444	C1CCC(CC2CCCC3CCCC32)C1	6	1.0
SCAFFB445	C1CCC(CCC2CCCC2C2CCCCC2)CC1	3	1.0
SCAFFB446	C1CC2CCC3C(CCC45CC4CCCC35)C2C1	68	1.0
SCAFFB447	C1CCC(C(CCC2CC3CCC2CC3)C2CCCCC2)CC1	14	1.0
SCAFFB448	C1CCC(C2CCC3CCCC(C4CC4)C3C2)C1	19	1.0
SCAFFB449	C1CCC(CC2CCCCC2)CC1.C1CCC2CCCC2C1	4	1.0
SCAFFB450	C1CCC(CCC2CCC(C3C4CCCCC4CCC4CCCCC43)CC2)CC1	1	1.0
SCAFFB451	C1CCC(CCCC2CCC(CC3C4CCCCC4CC3C3CCCCC3)CC2)CC1	2	1.0
SCAFFB452	C(CCCCCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCC1CCCC1)CC1CCCCC1)CCCCCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCC1CCC2CCCCC12)CC1CCCCC1	3	1.0
SCAFFB453	C(CCCC1C(CCCCC(CCC2CCCCC2)C2CCCCC2)CC2CCCC21)CCC1CC1	48	1.0
SCAFFB454	C1CCC(CCC2CCCCC3CCCC3CCCCCC(CCC3CCC(C4CCC(C5CCCCC5)C4)CC3)CCCCC3CCCC3CC2)CC1	1	1.0
SCAFFB455	C1CCC(C2CCC(CCC3CCC4CCCCC4C3)C2)CC1	1	1.0
SCAFFB456	C1CCC(C2CC3CCCC3C2)CC1	10	1.0
SCAFFB457	C1CCC2C(C1)CC1CCCC3CCCC2C31	36	1.0
SCAFFB458	C1CCC(C2CCC(CC3CC4CCCCC4C3)CC2)CC1	1	1.0
SCAFFB459	C1CCC(CCCC2CC3CC(C2)C2CC32)CC1	2	1.0
SCAFFB460	C1CCC(CCC2CCCC2(C2CCCCC2)C2CCCCC2)CC1	44	1.0
SCAFFB461	C1CCC(CCCCC2CC3CCCCC23)CC1	2	1.0
SCAFFB462	C1CCC(CCCCC2CCCC3CCC(C4CCCCC4)CC23)CC1	3	1.0
SCAFFB463	C1CCC(CCC2CC3CCCC32)CC1	1	1.0
SCAFFB464	C1CCC(CCCC(C2CCCCC2)C2CCCCC2)CC1	2	1.0
SCAFFB465	C1CCCCC1.C1CCC(CCCC2CC3CCCC23)CC1	2	1.0
SCAFFB466	C(CCCCCCCCCCCCC1CCCC1)CCCCCCCCCCCCC1CCCC1CC(CCCCCC(CCC(CCCCCCCCC(CCCCCCCCCCCC(CCCCCCCCCCCCCCC1CCCCCCCCCCCCCCCCCCCCCC1)CC1CCCCC1)CC1CCCCC1)CC1CCCCC1)CC1CCCC1)CC1CCCCC1	9	1.0
SCAFFB467	C(CCCC1CC2CCCCC2C1)CCC1CCC2CCCCC2C1	1	1.0
SCAFFB468	C1CCC(CCCCC2CCCCC34CCCC2C3CCC4)CC1	3	1.0
SCAFFB469	C1CCC(C2CC3CCCCC3CC2CC2CC(C3CCCCC3)C3CCCCC23)CC1	43	1.0
SCAFFB470	C1CCC(C2CCC3CCCC32)CC1	5	1.0
SCAFFB471	C1CCC(CCCCC2(CC3CCC4C(CCCC5CCCC5)CC4C3)CCCC2)CC1	29	1.0
SCAFFB472	C1CCC(CCCC2CC(CC3CCCCC3)CC(C3CCC(CC4CCCCC4)CC3)C2)CC1	2	1.0
SCAFFB473	C1CCC(CC2C3CC(C4CCC(C5CCCC6CCCC65)CC4)CC2C3)CC1	7	1.0
SCAFFB474	C1CC(CCC2CC2)CC(CC2CCCC(C3CCCC3)C2)C1	1	1.0
SCAFFB475	C1CCC(CC2CC(C3CCCCC3)CC3CC(C4CCCCC4)CC23)CC1	4	1.0
SCAFFB476	C1CCC(CCC2CCC(C3CCCC(CC4CCCC(C5CCCCC5)C4)C3)CC2)CC1	1	1.0
SCAFFB477	C(CCCC1CCCCC1)CCCC(CCCCC1CCCCC1)CC1CCCCC1	9	1.0
SCAFFB478	C1CCC(CC2CCC(C3CCC(C4CCCC5CC(C6CCCC6)CC54)CC3)CC2)CC1	4	1.0
SCAFFB479	C(CC1CCC(C2CCCC2)CC1)CC1CCC(C2CCCC(CC3CCCC3)C2)CC1	4	1.0
SCAFFB480	C1CCC(CCCC2CCCC(C3CCC4CCCCC4C3)C2)CC1	1	1.0
SCAFFB481	C1CCC(C2CCC3C(C4CCCCC4)CCC(C4CCCCC4)C3C2)CC1	35	1.0
SCAFFB482	C1CCC(C2CCC(CC3CCC4CC5CCCC6(CCCCC6)C5C4C3)CC2)CC1	40	1.0
SCAFFB483	C1CCC(C2CC3CCC(C3)C2)CC1	10	1.0
SCAFFB484	C1CCC2C(C1)CC1C(CC3CC3)CCC23CCCCC13	60	1.0
SCAFFB485	C(CCC(CCCCC1CC2CCCCC2CC1CC1CCC2CCCCC21)CC1CCCC1)CCC1CCCC1CC1CCCC1	28	1.0
SCAFFB486	C1CCC(CC2CC3CCCC3C3CC(CCC4CCC5CC6CCC7CCCC(C5C4)C76)CC23)CC1	36	1.08333333
SCAFFB487	C1CCC(CC2CCC(CC3CCCCC3CC3CCCCC3)C2)CC1	17	1.0
SCAFFB488	C1CCC(C2CCC(CCC3CCC4CCCCC43)CC2)CC1	3	1.0
SCAFFB489	C1CCC(C(CCC2CCCC2)C2CCCCC2)CC1	2	1.16666667
SCAFFB490	C1CCC2(C1)CC1CCC2CC1	78	1.0
SCAFFB491	C1CCC(C2CCC3C(C2)CC2CCCCC23)CC1	5	1.0
SCAFFB492	C1CCC2C(C1)CCCCC2C1CCC(CCC2CCC(CC34CCC(CC3)CC4)CC2)CC1	39	1.0
SCAFFB493	C1CCC(CCCCCC2CCC3C(CCCCC3C3CCCCC3)C2)CC1	3	1.0
SCAFFB494	C1CCC(C2CCCC2C2CC3CCCC4(C2)C3CCC2C3CCCCC3CCC24)CC1	77	1.0
SCAFFB495	C1CCC(C2CC3CCCCC3C(CC3CCC4CCCC4C3)C2)CC1	8	1.0
SCAFFB496	C1CCC(CCCC2CCC3CCCCC3C2)C1	1	1.0
SCAFFB497	C1CCC(C(CC2CCCC3CCCCC32)C2CCC3CCCCC3C2)CC1	76	1.0
SCAFFB498	C1CCC(C2CCCC(CCC3(C4CCC5CCCC5C4)CC3)C2)CC1	20	1.0
SCAFFB499	C1CCCCCCCC(C2CCCCC2)CCCCCCC1	4	1.0
SCAFFB500	C1CCCCCCCCCCC2CC3CCC4CC(CCCCCC1)CC4C3CC2CCC1CCC(C2CCCC2)CC1	38	1.0
SCAFFB501	C1CCC(CCC2CCC3CCCC3C2)C1	1	1.0
SCAFFB502	C1CCC(CCC2CCC(CC3CC4CCCCC4C3CC3CCCCC3)CC2)CC1	8	1.0
SCAFFB503	C1CCC(CCCC2CCC3CCC(CC4CCCC4)C3C2)CC1	2	1.0
SCAFFB504	C1CCC(CC2CCC3CCCC3C2)C1	4	1.08333333
SCAFFB505	C1CCC(CC2C3CCCCC3CC3CCCCC32)C1	27	1.0
SCAFFB506	C1CCC(CCC(C2CCCCC2)C2CC3CCC2C3)CC1	14	1.0
SCAFFB507	C1CCC(C(CC2CC3CCC(C3)C2)C2CCCCC2)CC1	59	1.0
SCAFFB508	C(CCCCCCC1CCCCC1)CCCCCCC(CCC(CCCCCC(CCCCCCCC1CCCC1)CC1CCC2CCCCC21)CC1CCCCC1)CC1CCCC1	3	1.0
SCAFFB509	C1CCC(CC2C3CCCCC3CC3CCCCC32)CC1	4	1.0
SCAFFB510	C1CCC(C2CCC(CCC3CCC(C4CCC5CCCCC54)CC3)C3CCCCC3C2)CC1	18	1.0
SCAFFB511	C1CCC(C2CCCC(CCC3CCC4CC5(CCC6CCCCC65)CC4C3)C2)CC1	1	1.08333333
SCAFFB512	C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1	1	1.0
SCAFFB513	C1CCC(CCCC2CCC3CC2CCCCCCCCC2CCCC(C2)C2CCCC(C2)C3)C1	75	1.0
SCAFFB514	C1CC2CCC(CCC3(C4CCC5CCCC5C4)CC3)CC2C1	20	1.0
SCAFFB515	C1CCC(CCCCC2CCC3C(C2)C2CCCC4CCCC3C42)CC1	3	1.0
SCAFFB516	C1CCC(CC2CCC(C3CCCCC3)C2)CC1	1	1.0
SCAFFB517	C1CCC(CCC2CCCCC2C2CCCC2)CC1	1	1.0
SCAFFB518	C1CCC2C(C1)CCCC2CCC1CCC(CC2CCC(CC3CC3)CC2)CC1	3	1.0
SCAFFB519	C1CCC(C2CCCC2CCC2CCCC(C(CCC3CC3)C3CCCCC3)C2)CC1	11	1.0
SCAFFB520	C(CCC1CCC(CC2C(CCC3CC4CCCCC4C3)CCCC2CCC2CC3CCCCC3C2)CC1)CC1CCC(CCC2CCC3CCCCC3C2)CC1	1	1.0
SCAFFB521	C1CCC2CC(C3CCCC3CC3CCCCC3C3CCCC3)CC2C1	6	1.0
